trip_id,trip_date,trip_day,is_weekend,trip_hour,weather,pickup_city,pickup_location,drop_location,cab_type,distance_km,travel_time_min,fare,fuel_cost,profit,payment_method,driver_id,driver_rating,customer_rating,surge_multiplier
5929,2025-12-28,Sunday,1,7,Sunny,Hyderabad,Secunderabad,Ameerpet,SUV,5.32,12,106.4,37.24,69.16,UPI,1087,4.6,3.3,1.0
5930,2025-12-31,Wednesday,0,16,Cloudy,Hyderabad,Begumpet,Jubilee Hills,Mini,6.46,15,77.52,25.84,51.68,Cash,1431,3.5,4.0,1.0
5931,2026-04-27,Monday,0,8,Rainy,Hyderabad,Jubilee Hills,Rajiv Gandhi International Airport,SUV,21.41,51,727.94,149.87,578.07,Cash,1494,4.2,3.2,1.7
5932,2026-03-28,Saturday,1,8,Cloudy,Hyderabad,LB Nagar,Kukatpally,Bike,23.13,55,277.56,46.26,231.3,Debit Card,1427,4.3,4.4,1.5
5933,2025-12-12,Friday,0,16,Cloudy,Hyderabad,Madhapur,Secunderabad,Bike,11.38,27,91.04,22.76,68.28,Cash,1181,3.6,3.2,1.0
5934,2026-07-03,Friday,0,15,Cloudy,Hyderabad,Kukatpally,Jubilee Hills,Sedan,6.93,16,110.88,34.65,76.23,Credit Card,1452,4.2,3.4,1.0
5935,2026-04-18,Saturday,1,12,Sunny,Hyderabad,Rajiv Gandhi International Airport,Charminar,Sedan,14.26,34,228.16,71.3,156.86,Wallet,1039,4.4,5.0,1.0
5936,2025-12-07,Sunday,1,4,Sunny,Hyderabad,Gachibowli,Banjara Hills,Bike,10.06,24,80.48,20.12,60.36,Cash,1465,4.8,4.7,1.0
5937,2026-04-20,Monday,0,20,Cloudy,Hyderabad,Begumpet,Rajiv Gandhi International Airport,SUV,22.89,54,686.7,160.23,526.47,UPI,1097,4.0,3.6,1.5
5938,2026-02-06,Friday,0,9,Rainy,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,Mini,28.34,68,578.14,113.36,464.78,Credit Card,1078,3.7,4.5,1.7
5939,2026-05-26,Tuesday,0,10,Rainy,Hyderabad,Uppal,LB Nagar,SUV,6.69,16,227.46,46.83,180.63,UPI,1183,3.6,3.3,1.7
5940,2025-08-22,Friday,0,21,Cloudy,Hyderabad,Secunderabad,Uppal,Bike,7.48,17,89.76,14.96,74.8,UPI,1290,4.7,3.1,1.5
5941,2026-01-26,Monday,0,10,Cloudy,Hyderabad,Secunderabad,Kukatpally,Sedan,12.12,29,290.88,60.6,230.28,Wallet,1338,4.9,4.0,1.5
5942,2025-10-25,Saturday,1,7,Sunny,Hyderabad,Banjara Hills,Dilsukhnagar,Sedan,10.3,24,164.8,51.5,113.3,Credit Card,1175,4.7,3.9,1.0
5943,2025-12-05,Friday,0,13,Sunny,Hyderabad,Jubilee Hills,LB Nagar,Mini,18.17,43,218.04,72.68,145.36,Cash,1494,4.1,4.2,1.0
5944,2026-02-09,Monday,0,6,Cloudy,Hyderabad,Begumpet,Miyapur,Bike,13.12,31,104.96,26.24,78.72,Cash,1263,3.5,4.4,1.0
5945,2026-02-12,Thursday,0,10,Rainy,Hyderabad,Dilsukhnagar,Kukatpally,Sedan,19.26,46,523.87,96.3,427.57,UPI,1160,4.9,4.2,1.7
5946,2026-07-17,Friday,0,20,Rainy,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,SUV,28.34,68,963.56,198.38,765.18,Credit Card,1332,4.5,4.8,1.7
5947,2026-04-23,Thursday,0,19,Sunny,Hyderabad,Dilsukhnagar,Ameerpet,Auto,11.12,26,166.8,33.36,133.44,UPI,1470,4.8,4.5,1.5
5948,2026-05-30,Saturday,1,0,Cloudy,Hyderabad,Madhapur,Begumpet,Mini,8.0,19,96.0,32.0,64.0,UPI,1447,4.2,3.2,1.0
5949,2026-03-29,Sunday,1,5,Rainy,Hyderabad,Banjara Hills,Charminar,Mini,6.79,16,97.78,27.16,70.62,Wallet,1337,4.9,4.1,1.2
5950,2026-04-14,Tuesday,0,17,Rainy,Hyderabad,Banjara Hills,Madhapur,Auto,6.43,15,77.16,19.29,57.87,Cash,1060,3.7,4.7,1.2
5951,2026-05-01,Friday,0,9,Rainy,Hyderabad,Dilsukhnagar,Banjara Hills,Mini,10.3,24,210.12,41.2,168.92,UPI,1350,3.7,4.8,1.7
5952,2026-01-06,Tuesday,0,7,Cloudy,Hyderabad,Secunderabad,Uppal,Auto,7.48,17,74.8,22.44,52.36,Debit Card,1261,4.0,4.8,1.0
5953,2025-12-13,Saturday,1,18,Rainy,Hyderabad,Gachibowli,Banjara Hills,Sedan,10.06,24,273.63,50.3,223.33,Credit Card,1398,3.7,3.9,1.7
5954,2025-08-12,Tuesday,0,21,Rainy,Hyderabad,Hitech City,Uppal,Mini,19.77,47,403.31,79.08,324.23,UPI,1010,3.9,4.0,1.7
5955,2025-12-02,Tuesday,0,18,Cloudy,Hyderabad,Banjara Hills,LB Nagar,Auto,14.11,33,211.65,42.33,169.32,Debit Card,1291,4.0,3.9,1.5
5956,2026-05-29,Friday,0,6,Sunny,Hyderabad,Rajiv Gandhi International Airport,Charminar,Bike,14.26,34,114.08,28.52,85.56,Wallet,1382,4.5,4.2,1.0
5957,2025-08-27,Wednesday,0,18,Rainy,Hyderabad,Madhapur,Banjara Hills,Mini,6.43,15,131.17,25.72,105.45,Cash,1462,4.1,4.1,1.7
5958,2025-08-04,Monday,0,17,Cloudy,Hyderabad,Banjara Hills,Miyapur,SUV,12.84,30,256.8,89.88,166.92,Debit Card,1328,4.2,4.5,1.0
5959,2025-10-25,Saturday,1,16,Rainy,Hyderabad,Uppal,Rajiv Gandhi International Airport,Bike,22.93,55,220.13,45.86,174.27,Credit Card,1479,4.2,3.1,1.2
5960,2026-02-26,Thursday,0,17,Cloudy,Hyderabad,Hitech City,Madhapur,Sedan,1.61,3,25.76,8.05,17.71,Debit Card,1413,3.9,4.5,1.0
5961,2025-11-16,Sunday,1,5,Sunny,Hyderabad,Charminar,Banjara Hills,Mini,6.79,16,81.48,27.16,54.32,Wallet,1016,3.6,4.4,1.0
5962,2025-12-27,Saturday,1,8,Rainy,Hyderabad,Hitech City,Charminar,Mini,13.77,33,280.91,55.08,225.83,UPI,1057,3.6,3.5,1.7
5963,2026-07-23,Thursday,0,6,Cloudy,Hyderabad,Hitech City,Charminar,Sedan,13.77,33,220.32,68.85,151.47,Debit Card,1250,3.7,4.2,1.0
5964,2025-09-25,Thursday,0,18,Rainy,Hyderabad,Rajiv Gandhi International Airport,Charminar,Auto,14.26,34,242.42,42.78,199.64,Cash,1327,4.9,3.6,1.7
5965,2025-08-12,Tuesday,0,13,Rainy,Hyderabad,Jubilee Hills,Banjara Hills,Bike,4.07,9,39.07,8.14,30.93,UPI,1053,4.0,4.7,1.2
5966,2025-08-21,Thursday,0,9,Cloudy,Hyderabad,Banjara Hills,Madhapur,Mini,6.43,15,115.74,25.72,90.02,Credit Card,1065,4.3,3.8,1.5
5967,2025-10-22,Wednesday,0,2,Rainy,Hyderabad,Uppal,LB Nagar,Bike,6.69,16,64.22,13.38,50.84,Debit Card,1399,4.3,4.5,1.2
5968,2026-04-18,Saturday,1,12,Cloudy,Hyderabad,Kukatpally,Uppal,Sedan,19.6,47,313.6,98.0,215.6,Wallet,1393,4.9,3.1,1.0
5969,2026-03-10,Tuesday,0,18,Cloudy,Hyderabad,Miyapur,Ameerpet,Bike,11.79,28,141.48,23.58,117.9,Cash,1417,4.5,3.7,1.5
5970,2026-07-15,Wednesday,0,10,Cloudy,Hyderabad,Miyapur,Charminar,Sedan,19.56,46,469.44,97.8,371.64,Wallet,1112,3.7,3.3,1.5
5971,2026-02-05,Thursday,0,20,Rainy,Hyderabad,LB Nagar,Rajiv Gandhi International Airport,Sedan,17.51,42,476.27,87.55,388.72,Cash,1423,4.9,4.4,1.7
5972,2026-05-18,Monday,0,15,Sunny,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,Sedan,23.27,55,372.32,116.35,255.97,Credit Card,1230,3.6,4.0,1.0
5973,2026-06-04,Thursday,0,16,Sunny,Hyderabad,Gachibowli,Secunderabad,SUV,15.87,38,317.4,111.09,206.31,Cash,1324,4.7,4.3,1.0
5974,2026-01-29,Thursday,0,17,Rainy,Hyderabad,Hitech City,Madhapur,Sedan,1.61,3,30.91,8.05,22.86,Cash,1324,4.5,3.2,1.2
5975,2026-01-10,Saturday,1,18,Cloudy,Hyderabad,Gachibowli,Secunderabad,SUV,15.87,38,476.1,111.09,365.01,UPI,1137,4.0,4.9,1.5
5976,2026-05-13,Wednesday,0,22,Sunny,Hyderabad,LB Nagar,Begumpet,Mini,14.17,34,170.04,56.68,113.36,Cash,1373,4.7,3.4,1.0
5977,2026-07-18,Saturday,1,5,Rainy,Hyderabad,Charminar,LB Nagar,Bike,8.42,20,80.83,16.84,63.99,Wallet,1105,4.3,4.7,1.2
5978,2026-01-11,Sunday,1,21,Cloudy,Hyderabad,Jubilee Hills,Charminar,SUV,10.65,25,319.5,74.55,244.95,Debit Card,1137,4.9,3.0,1.5
5979,2025-08-08,Friday,0,8,Rainy,Hyderabad,Jubilee Hills,Gachibowli,Bike,6.24,14,84.86,12.48,72.38,Debit Card,1185,4.9,3.4,1.7
5980,2026-05-10,Sunday,1,17,Rainy,Hyderabad,Madhapur,LB Nagar,SUV,20.51,49,492.24,143.57,348.67,UPI,1191,4.1,3.1,1.2
5981,2025-09-11,Thursday,0,20,Rainy,Hyderabad,Miyapur,Charminar,Bike,19.56,46,266.02,39.12,226.9,Cash,1331,4.7,4.3,1.7
5982,2025-12-02,Tuesday,0,5,Sunny,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,Mini,17.46,41,209.52,69.84,139.68,Wallet,1205,4.2,3.8,1.0
5983,2026-06-21,Sunday,1,17,Sunny,Hyderabad,Banjara Hills,Jubilee Hills,Auto,4.07,9,40.7,12.21,28.49,Cash,1012,3.5,3.5,1.0
5984,2026-04-12,Sunday,1,16,Sunny,Hyderabad,Madhapur,Secunderabad,Auto,11.38,27,113.8,34.14,79.66,Credit Card,1457,3.7,4.4,1.0
5985,2025-12-28,Sunday,1,20,Cloudy,Hyderabad,Begumpet,Hitech City,Auto,9.51,22,142.65,28.53,114.12,Cash,1025,4.0,3.4,1.5
5986,2025-09-23,Tuesday,0,18,Rainy,Hyderabad,Hitech City,Ameerpet,Mini,7.58,18,154.63,30.32,124.31,Credit Card,1233,4.4,3.2,1.7
5987,2025-10-31,Friday,0,11,Sunny,Hyderabad,Miyapur,Gachibowli,Auto,6.33,15,63.3,18.99,44.31,UPI,1497,3.9,4.1,1.0
5988,2026-02-19,Thursday,0,2,Rainy,Hyderabad,Jubilee Hills,Secunderabad,Bike,9.72,23,93.31,19.44,73.87,Wallet,1353,3.8,3.4,1.2
5989,2025-09-26,Friday,0,18,Rainy,Hyderabad,Charminar,Secunderabad,Bike,9.02,21,122.67,18.04,104.63,Wallet,1066,4.7,4.9,1.7
5990,2026-03-19,Thursday,0,7,Sunny,Hyderabad,Dilsukhnagar,Charminar,SUV,5.37,12,107.4,37.59,69.81,Debit Card,1182,4.6,4.9,1.0
5991,2026-01-16,Friday,0,18,Rainy,Hyderabad,Madhapur,Jubilee Hills,Mini,2.4,5,48.96,9.6,39.36,Credit Card,1425,4.2,3.2,1.7
5992,2026-05-10,Sunday,1,7,Rainy,Hyderabad,Ameerpet,Banjara Hills,Sedan,2.92,7,56.06,14.6,41.46,UPI,1279,4.0,4.6,1.2
5993,2025-12-01,Monday,0,17,Cloudy,Hyderabad,Begumpet,Uppal,Sedan,10.69,25,171.04,53.45,117.59,Debit Card,1237,4.0,4.9,1.0
5994,2026-01-11,Sunday,1,19,Cloudy,Hyderabad,Miyapur,Jubilee Hills,Bike,8.94,21,107.28,17.88,89.4,Wallet,1235,4.5,3.7,1.5
5995,2026-06-02,Tuesday,0,17,Rainy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,Bike,23.71,56,227.62,47.42,180.2,UPI,1180,4.3,4.6,1.2
5996,2026-01-13,Tuesday,0,17,Rainy,Hyderabad,LB Nagar,Gachibowli,Bike,24.0,57,230.4,48.0,182.4,UPI,1062,5.0,4.5,1.2
5997,2025-09-11,Thursday,0,15,Sunny,Hyderabad,Miyapur,Madhapur,Mini,6.56,15,78.72,26.24,52.48,Debit Card,1175,3.6,4.1,1.0
5998,2026-07-02,Thursday,0,11,Sunny,Hyderabad,Secunderabad,Banjara Hills,Sedan,6.97,16,111.52,34.85,76.67,Cash,1371,4.2,4.5,1.0
5999,2025-10-05,Sunday,1,21,Cloudy,Hyderabad,Uppal,Rajiv Gandhi International Airport,SUV,22.93,55,687.9,160.51,527.39,Cash,1459,4.5,3.5,1.5
6000,2026-04-04,Saturday,1,8,Sunny,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,SUV,23.71,56,711.3,165.97,545.33,Cash,1230,4.0,4.0,1.5
6001,2026-04-24,Friday,0,8,Cloudy,Hyderabad,Jubilee Hills,Secunderabad,Mini,9.72,23,174.96,38.88,136.08,Debit Card,1192,3.9,3.4,1.5
6002,2026-07-05,Sunday,1,14,Rainy,Hyderabad,Ameerpet,Banjara Hills,Sedan,2.92,7,56.06,14.6,41.46,UPI,1281,4.6,4.7,1.2
6003,2025-12-31,Wednesday,0,22,Sunny,Hyderabad,Banjara Hills,Miyapur,Bike,12.84,30,102.72,25.68,77.04,UPI,1212,3.6,3.7,1.0
6004,2026-05-12,Tuesday,0,15,Sunny,Hyderabad,Gachibowli,Dilsukhnagar,SUV,20.28,48,405.6,141.96,263.64,Debit Card,1184,4.5,3.3,1.0
6005,2026-03-03,Tuesday,0,19,Rainy,Hyderabad,Charminar,Secunderabad,Mini,9.02,21,184.01,36.08,147.93,Wallet,1221,4.0,3.4,1.7
6006,2026-01-22,Thursday,0,16,Sunny,Hyderabad,Hitech City,Ameerpet,Sedan,7.58,18,121.28,37.9,83.38,Debit Card,1102,3.9,4.1,1.0
6007,2025-11-05,Wednesday,0,20,Rainy,Hyderabad,Banjara Hills,Secunderabad,Mini,6.97,16,142.19,27.88,114.31,Cash,1212,4.1,5.0,1.7
6008,2025-08-24,Sunday,1,19,Sunny,Hyderabad,Jubilee Hills,Secunderabad,Bike,9.72,23,116.64,19.44,97.2,UPI,1379,3.8,4.5,1.5
6009,2025-11-26,Wednesday,0,10,Rainy,Hyderabad,Miyapur,Begumpet,Auto,13.12,31,223.04,39.36,183.68,UPI,1233,4.0,4.7,1.7
6010,2025-10-20,Monday,0,10,Rainy,Hyderabad,Kukatpally,Dilsukhnagar,Mini,19.26,46,392.9,77.04,315.86,UPI,1264,3.5,4.2,1.7
6011,2026-05-05,Tuesday,0,21,Sunny,Hyderabad,Gachibowli,LB Nagar,SUV,24.0,57,720.0,168.0,552.0,Wallet,1251,3.7,3.9,1.5
6012,2026-08-01,Saturday,1,12,Cloudy,Hyderabad,Kukatpally,Charminar,Auto,16.76,40,167.6,50.28,117.32,Cash,1355,4.8,3.4,1.0
6013,2026-07-28,Tuesday,0,11,Cloudy,Hyderabad,Madhapur,Uppal,Mini,18.42,44,221.04,73.68,147.36,Cash,1072,4.1,4.3,1.0
6014,2025-08-07,Thursday,0,18,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,Bike,23.27,55,279.24,46.54,232.7,UPI,1353,3.7,5.0,1.5
6015,2026-03-05,Thursday,0,10,Cloudy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,Mini,23.71,56,426.78,94.84,331.94,Wallet,1234,4.8,4.6,1.5
6016,2025-11-23,Sunday,1,12,Rainy,Hyderabad,Jubilee Hills,Rajiv Gandhi International Airport,Mini,21.41,51,308.3,85.64,222.66,Cash,1214,3.5,3.2,1.2
6017,2026-03-25,Wednesday,0,8,Cloudy,Hyderabad,Secunderabad,Kukatpally,Bike,12.12,29,145.44,24.24,121.2,UPI,1045,4.5,4.8,1.5
6018,2025-12-04,Thursday,0,8,Rainy,Hyderabad,Begumpet,Banjara Hills,Auto,4.54,10,77.18,13.62,63.56,UPI,1261,4.3,4.5,1.7
6019,2026-05-30,Saturday,1,8,Sunny,Hyderabad,Rajiv Gandhi International Airport,Dilsukhnagar,Bike,17.46,41,209.52,34.92,174.6,Debit Card,1078,3.8,4.9,1.5
6020,2025-10-08,Wednesday,0,15,Rainy,Hyderabad,Kukatpally,Gachibowli,Bike,8.1,19,77.76,16.2,61.56,Wallet,1394,4.5,4.3,1.2
6021,2026-04-06,Monday,0,19,Rainy,Hyderabad,Jubilee Hills,Gachibowli,Mini,6.24,14,127.3,24.96,102.34,Credit Card,1449,3.6,3.4,1.7
6022,2025-09-16,Tuesday,0,13,Cloudy,Hyderabad,Miyapur,Kukatpally,Bike,4.62,11,36.96,9.24,27.72,Cash,1195,4.2,5.0,1.0
6023,2026-05-02,Saturday,1,18,Sunny,Hyderabad,Madhapur,Gachibowli,SUV,4.62,11,138.6,32.34,106.26,Credit Card,1239,3.5,4.3,1.5
6024,2026-06-17,Wednesday,0,12,Cloudy,Hyderabad,Hitech City,Dilsukhnagar,Bike,17.72,42,141.76,35.44,106.32,Wallet,1313,4.6,3.2,1.0
6025,2025-08-04,Monday,0,16,Cloudy,Hyderabad,Gachibowli,Madhapur,Auto,4.62,11,46.2,13.86,32.34,UPI,1452,3.5,4.2,1.0
6026,2026-02-24,Tuesday,0,18,Rainy,Hyderabad,Dilsukhnagar,Banjara Hills,Auto,10.3,24,175.1,30.9,144.2,Debit Card,1112,4.9,4.2,1.7
6027,2025-11-05,Wednesday,0,13,Cloudy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,SUV,23.71,56,474.2,165.97,308.23,Wallet,1290,3.7,4.1,1.0
6028,2025-12-29,Monday,0,10,Sunny,Hyderabad,Banjara Hills,Miyapur,Auto,12.84,30,192.6,38.52,154.08,Credit Card,1126,4.8,3.4,1.5
6029,2026-05-13,Wednesday,0,22,Sunny,Hyderabad,Miyapur,Begumpet,SUV,13.12,31,262.4,91.84,170.56,Debit Card,1121,4.5,4.7,1.0
6030,2026-02-15,Sunday,1,13,Rainy,Hyderabad,Charminar,Dilsukhnagar,Bike,5.37,12,51.55,10.74,40.81,Cash,1015,4.4,3.4,1.2
6031,2025-10-10,Friday,0,11,Sunny,Hyderabad,Jubilee Hills,Rajiv Gandhi International Airport,Auto,21.41,51,214.1,64.23,149.87,Wallet,1136,3.8,4.9,1.0
6032,2026-06-05,Friday,0,18,Cloudy,Hyderabad,Miyapur,Banjara Hills,Sedan,12.84,30,308.16,64.2,243.96,Debit Card,1401,4.2,4.2,1.5
6033,2025-10-31,Friday,0,21,Sunny,Hyderabad,Secunderabad,Gachibowli,Auto,15.87,38,238.05,47.61,190.44,Debit Card,1500,4.4,3.4,1.5
6034,2026-04-09,Thursday,0,12,Rainy,Hyderabad,Rajiv Gandhi International Airport,Dilsukhnagar,Sedan,17.46,41,335.23,87.3,247.93,UPI,1255,4.4,3.2,1.2
6035,2025-11-03,Monday,0,19,Cloudy,Hyderabad,Begumpet,Secunderabad,SUV,3.39,8,101.7,23.73,77.97,Wallet,1100,3.6,4.1,1.5
6036,2026-02-22,Sunday,1,7,Sunny,Hyderabad,Dilsukhnagar,Madhapur,SUV,16.66,39,333.2,116.62,216.58,Wallet,1336,4.0,3.9,1.0
6037,2025-09-21,Sunday,1,8,Rainy,Hyderabad,Miyapur,Madhapur,Mini,6.56,15,133.82,26.24,107.58,Cash,1104,4.6,3.7,1.7
6038,2026-06-12,Friday,0,10,Rainy,Hyderabad,Begumpet,Hitech City,Sedan,9.51,22,258.67,47.55,211.12,UPI,1425,5.0,3.6,1.7
6039,2026-05-08,Friday,0,12,Cloudy,Hyderabad,Hitech City,Gachibowli,Sedan,3.03,7,48.48,15.15,33.33,UPI,1047,4.5,3.7,1.0
6040,2025-11-05,Wednesday,0,10,Cloudy,Hyderabad,Kukatpally,Madhapur,SUV,5.22,12,156.6,36.54,120.06,Cash,1180,4.9,3.0,1.5
6041,2026-03-01,Sunday,1,18,Sunny,Hyderabad,Gachibowli,Charminar,Bike,15.94,38,191.28,31.88,159.4,Debit Card,1495,3.5,3.8,1.5
6042,2026-04-27,Monday,0,10,Sunny,Hyderabad,Jubilee Hills,Dilsukhnagar,SUV,14.35,34,430.5,100.45,330.05,UPI,1497,4.3,3.8,1.5
6043,2026-07-17,Friday,0,13,Rainy,Hyderabad,Hitech City,Secunderabad,Sedan,12.87,30,247.1,64.35,182.75,Credit Card,1047,4.9,3.7,1.2
6044,2025-10-28,Tuesday,0,18,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,Bike,28.34,68,340.08,56.68,283.4,Wallet,1435,4.9,4.8,1.5
6045,2025-09-16,Tuesday,0,15,Sunny,Hyderabad,Charminar,Jubilee Hills,Sedan,10.65,25,170.4,53.25,117.15,Wallet,1170,4.2,5.0,1.0
6046,2025-08-23,Saturday,1,18,Sunny,Hyderabad,Jubilee Hills,Ameerpet,Sedan,4.41,10,105.84,22.05,83.79,Wallet,1171,4.8,3.7,1.5
6047,2026-03-23,Monday,0,10,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Gachibowli,Sedan,23.71,56,569.04,118.55,450.49,UPI,1416,4.6,4.0,1.5
6048,2025-12-12,Friday,0,20,Sunny,Hyderabad,Begumpet,Madhapur,SUV,8.0,19,240.0,56.0,184.0,Wallet,1483,3.7,3.3,1.5
6049,2025-08-25,Monday,0,7,Cloudy,Hyderabad,Uppal,Ameerpet,Mini,12.28,29,147.36,49.12,98.24,UPI,1175,4.5,3.1,1.0
6050,2026-02-12,Thursday,0,8,Rainy,Hyderabad,Miyapur,Jubilee Hills,Sedan,8.94,21,243.17,44.7,198.47,UPI,1262,3.6,3.8,1.7
6051,2026-03-20,Friday,0,18,Sunny,Hyderabad,Gachibowli,LB Nagar,Auto,24.0,57,360.0,72.0,288.0,Cash,1485,3.9,4.6,1.5
6052,2026-04-04,Saturday,1,10,Rainy,Hyderabad,Gachibowli,Kukatpally,Sedan,8.1,19,220.32,40.5,179.82,UPI,1024,4.0,3.8,1.7
6053,2026-07-26,Sunday,1,16,Rainy,Hyderabad,Ameerpet,Hitech City,Bike,7.58,18,72.77,15.16,57.61,Wallet,1141,4.3,3.1,1.2
6054,2025-10-12,Sunday,1,20,Sunny,Hyderabad,Jubilee Hills,Ameerpet,SUV,4.41,10,132.3,30.87,101.43,Cash,1239,4.1,4.6,1.5
6055,2026-06-05,Friday,0,15,Cloudy,Hyderabad,Jubilee Hills,Uppal,Mini,16.42,39,197.04,65.68,131.36,UPI,1182,3.9,4.3,1.0
6056,2025-08-12,Tuesday,0,9,Sunny,Hyderabad,Dilsukhnagar,Ameerpet,Auto,11.12,26,166.8,33.36,133.44,UPI,1479,4.7,4.2,1.5
6057,2025-09-10,Wednesday,0,2,Rainy,Hyderabad,Dilsukhnagar,Madhapur,Mini,16.66,39,239.9,66.64,173.26,UPI,1459,3.8,4.3,1.2
6058,2025-11-02,Sunday,1,7,Sunny,Hyderabad,Hitech City,Banjara Hills,Sedan,7.42,17,118.72,37.1,81.62,Credit Card,1045,4.3,4.1,1.0
6059,2026-01-07,Wednesday,0,6,Sunny,Hyderabad,Hitech City,Jubilee Hills,Bike,3.4,8,27.2,6.8,20.4,Debit Card,1305,3.6,4.3,1.0
6060,2026-07-21,Tuesday,0,14,Rainy,Hyderabad,Gachibowli,Dilsukhnagar,Auto,20.28,48,243.36,60.84,182.52,Cash,1311,5.0,4.4,1.2
6061,2025-08-01,Friday,0,12,Cloudy,Hyderabad,LB Nagar,Secunderabad,Mini,11.9,28,142.8,47.6,95.2,Wallet,1180,4.8,3.8,1.0
6062,2026-04-15,Wednesday,0,18,Rainy,Hyderabad,Madhapur,LB Nagar,Bike,20.51,49,278.94,41.02,237.92,Cash,1343,4.3,4.4,1.7
6063,2025-08-18,Monday,0,17,Rainy,Hyderabad,Hitech City,Uppal,Bike,19.77,47,189.79,39.54,150.25,UPI,1152,4.8,3.2,1.2
6064,2026-03-19,Thursday,0,12,Sunny,Hyderabad,Charminar,Rajiv Gandhi International Airport,Auto,14.26,34,142.6,42.78,99.82,Cash,1368,4.2,4.3,1.0
6065,2025-10-31,Friday,0,12,Sunny,Hyderabad,Banjara Hills,Jubilee Hills,Bike,4.07,9,32.56,8.14,24.42,Wallet,1452,4.7,4.2,1.0
6066,2025-08-25,Monday,0,22,Sunny,Hyderabad,Jubilee Hills,Ameerpet,Sedan,4.41,10,70.56,22.05,48.51,Cash,1367,4.9,4.8,1.0
6067,2025-12-13,Saturday,1,10,Rainy,Hyderabad,Dilsukhnagar,Jubilee Hills,Bike,14.35,34,195.16,28.7,166.46,Credit Card,1162,4.5,4.2,1.7
6068,2026-01-29,Thursday,0,16,Cloudy,Hyderabad,Miyapur,Banjara Hills,Sedan,12.84,30,205.44,64.2,141.24,Wallet,1145,4.6,3.7,1.0
6069,2025-10-04,Saturday,1,18,Rainy,Hyderabad,Hitech City,Kukatpally,Bike,6.16,14,83.78,12.32,71.46,Credit Card,1480,4.0,4.1,1.7
6070,2026-04-01,Wednesday,0,20,Cloudy,Hyderabad,Hitech City,Madhapur,SUV,1.61,3,48.3,11.27,37.03,UPI,1377,3.8,4.2,1.5
6071,2026-03-31,Tuesday,0,23,Sunny,Hyderabad,Ameerpet,Rajiv Gandhi International Airport,Sedan,21.92,52,350.72,109.6,241.12,Credit Card,1299,4.8,4.2,1.0
6072,2026-05-15,Friday,0,19,Rainy,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,SUV,28.34,68,963.56,198.38,765.18,UPI,1145,4.1,3.4,1.7
6073,2025-08-12,Tuesday,0,14,Cloudy,Hyderabad,Jubilee Hills,Ameerpet,Sedan,4.41,10,70.56,22.05,48.51,Wallet,1175,4.1,3.6,1.0
6074,2026-01-21,Wednesday,0,12,Sunny,Hyderabad,Ameerpet,Begumpet,Mini,2.08,4,24.96,8.32,16.64,UPI,1434,3.9,4.5,1.0
6075,2025-08-20,Wednesday,0,19,Sunny,Hyderabad,Rajiv Gandhi International Airport,Charminar,Bike,14.26,34,171.12,28.52,142.6,UPI,1087,3.7,3.1,1.5
6076,2025-10-12,Sunday,1,19,Rainy,Hyderabad,Hitech City,Miyapur,Auto,6.32,15,107.44,18.96,88.48,Debit Card,1237,4.9,4.8,1.7
6077,2025-08-12,Tuesday,0,19,Sunny,Hyderabad,Banjara Hills,Jubilee Hills,SUV,4.07,9,122.1,28.49,93.61,Cash,1059,4.5,3.8,1.5
6078,2025-11-02,Sunday,1,4,Sunny,Hyderabad,Madhapur,Kukatpally,Auto,5.22,12,52.2,15.66,36.54,Debit Card,1422,4.4,3.8,1.0
6079,2026-04-12,Sunday,1,8,Sunny,Hyderabad,Dilsukhnagar,Hitech City,SUV,17.72,42,531.6,124.04,407.56,Wallet,1101,4.3,3.7,1.5
6080,2026-04-11,Saturday,1,17,Cloudy,Hyderabad,Gachibowli,LB Nagar,Auto,24.0,57,240.0,72.0,168.0,Credit Card,1032,4.7,3.1,1.0
6081,2025-08-09,Saturday,1,21,Rainy,Hyderabad,Begumpet,Hitech City,Auto,9.51,22,161.67,28.53,133.14,Wallet,1410,4.1,4.9,1.7
6082,2025-09-05,Friday,0,15,Rainy,Hyderabad,Jubilee Hills,LB Nagar,Bike,18.17,43,174.43,36.34,138.09,Credit Card,1424,4.0,3.5,1.2
6083,2026-07-11,Saturday,1,10,Cloudy,Hyderabad,Miyapur,Banjara Hills,SUV,12.84,30,385.2,89.88,295.32,Wallet,1186,3.8,3.3,1.5
6084,2026-07-15,Wednesday,0,7,Sunny,Hyderabad,Banjara Hills,Miyapur,Mini,12.84,30,154.08,51.36,102.72,Wallet,1332,4.1,3.0,1.0
